Reference #,Incident ID,Assigned Account,Severity,Status,Status Type,Subject,Product ID,Organisation ID,Date Closed,Date Created,Contact ID,Category ID
161025-000000,12225,Tim Porch,Low,Solved,Solved,GA Oracle,Profiles / Staff Accounts,473,25-10-2016 09:59,25-10-2016 09:48,29943,No Value
161025-000001,12226,Tim Porch,Low,Solved,Solved,Support Account Creation,Profiles / Staff Accounts,4,25-10-2016 12:55,25-10-2016 12:18,55481,No Value
161025-000003,12227,Tim Porch,Medium,Solved,Solved,Staff leavers disable accounts - RBL,Profiles / Staff Accounts,473,25-10-2016 14:52,25-10-2016 14:14,37264,No Value
161025-000004,12228,Tim Porch,Medium,Solved,Solved,University and College Union Oracle CRM Ticket#565407/,System Configuration,4,26-10-2016 12:56,25-10-2016 16:34,55510,No Value
161025-000005,12229,Tim Porch,High,Solved,Solved,right now disabled - TRBL,Profiles / Staff Accounts,473,25-10-2016 18:42,25-10-2016 17:04,42254,No Value
161026-000000,12231,Tim Porch,High,Solved,Solved,New Starters - RBL Right Now,Profiles / Staff Accounts,473,26-10-2016 13:33,26-10-2016 08:31,36922,No Value
161026-000001,12232,Tim Porch,Medium,Solved,Solved,Re new user for i-HOP,Profiles / Staff Accounts,16696,26-10-2016 11:07,26-10-2016 10:48,43890,No Value
161026-000002,12233,Tim Porch,Low,Solved,Solved,FFW Oracle,Workspaces,473,26-10-2016 13:40,26-10-2016 13:03,29943,No Value
161027-000000,12234,Tim Porch,Urgent,Solved,Solved,rightnow- mind,Profiles / Staff Accounts,473,27-10-2016 13:43,27-10-2016 13:16,55512,No Value
161027-000001,12235,Gareth Toon,Medium,Solved,Solved,FFW Survey backlog report error,Analytics,473,01-11-2016 15:13,27-10-2016 13:47,3034,No Value
161027-000002,12236,Tim Porch,Medium,Solved,Solved,Right now RBL,Contacts and Organisations,473,27-10-2016 14:26,27-10-2016 14:12,36922,No Value
161027-000003,12237,Tim Porch,Urgent,Solved,Solved,E-mail encryption,System Configuration,473,10-01-2017 11:45,27-10-2016 14:13,41824,No Value
161027-000004,12238,Tim Porch,Medium,Solved,Solved,Citrix emails,System Configuration,473,27-10-2016 16:20,27-10-2016 14:50,43886,No Value
161027-000005,12239,Gareth Toon,Medium,Solved,Solved,counselling session - Barnardo's,Analytics,1760,01-11-2016 10:55,27-10-2016 16:17,41274,No Value
161028-000001,12241,Tim Porch,Medium,Solved,Solved,AUS Mobile Web - Selecting 'Call Us' From within an Answer.,Customer Portal,16398,02-11-2016 09:24,28-10-2016 09:31,55506,No Value
161028-000002,12242,Tim Porch,Medium,Solved,Solved,AUS Mobile Web - Selecting 'Call Us' after submitting a email query.,Customer Portal,16398,02-11-2016 09:25,28-10-2016 09:35,55506,No Value
161028-000003,12243,Tim Porch,Medium,Solved,Solved,B&CE,Profiles / Staff Accounts,473,28-10-2016 12:06,28-10-2016 09:48,29943,No Value
161028-000005,12244,Gareth Toon,Medium,Solved,Solved,FFW - Marketing Mailings generate thousands of Incidents from the hard/soft bounces coming back into the system,Outbound E-mail,473,06-02-2017 11:41,28-10-2016 14:08,3034,No Value
161028-000006,12245,Tim Porch,Medium,Solved,Solved,Cifas confirmation email,Outbound E-mail,473,28-10-2016 17:29,28-10-2016 15:19,3034,No Value
161028-000007,12246,Tim Porch,High,Solved,Solved,HA webchat - not openeing,System Configuration,473,11-11-2016 11:04,28-10-2016 15:33,29943,No Value
161031-000000,12248,Tim Porch,Medium,Solved,Solved,Right now,Profiles / Staff Accounts,473,31-10-2016 11:33,31-10-2016 09:18,36922,No Value
161031-000001,12249,No Value,Urgent,Solved,Solved,Connect Assist Portal Not working correctly - WITH ORACLE,System Configuration,473,31-10-2016 10:54,31-10-2016 09:23,55504,No Value
161031-000004,12251,Gareth Toon,High,Solved,Solved,Testing Deve,System Configuration,473,31-10-2016 10:55,31-10-2016 10:21,55504,No Value
161031-000005,12252,No Value,Medium,Solved,Solved,St Giles AD Upgrade - WITH ORACLE,System Configuration,473,17-11-2016 09:51,31-10-2016 10:48,37725,No Value
161031-000006,12253,Gareth Toon,High,Solved,Solved,Guideposts OSC,Profiles / Staff Accounts,473,31-10-2016 11:33,31-10-2016 10:48,29943,No Value
161101-000000,12254,Gareth Toon,Urgent,Solved,Solved,Mind - info/legal,Profiles / Staff Accounts,473,01-11-2016 09:45,01-11-2016 09:20,55513,No Value
161101-000001,12255,Tim Porch,High,Solved,Solved,server error,Profiles / Staff Accounts,16411,23-11-2016 09:42,01-11-2016 12:38,43915,No Value
161102-000001,12257,No Value,Medium,Solved,Solved,SCR 031931 - CNA - Enable back end monitoring on Bandce,System Configuration,473,02-11-2016 14:13,02-11-2016 11:03,38142,No Value
161102-000004,12259,Gareth Toon,Low,Solved,Solved,SCR 031931 - CNA - Enable back end monitoring on Bandce,Profiles / Staff Accounts,473,02-11-2016 14:10,02-11-2016 12:03,38142,No Value
161102-000007,12261,Tim Porch,Medium,Solved,Solved,error message that won't move,Workspaces,473,10-11-2016 10:47,02-11-2016 13:18,42254,No Value
161102-000008,12262,Tim Porch,Low,Solved,Solved,Applying a new certificate - WITH ORACLE # 161102-000153,Answers,473,03-11-2016 10:19,02-11-2016 15:26,41790,No Value
161102-000009,12263,Natalie Jones,Low,Solved,Solved,BRC Consent Calling Change Request,Customer Portal,473,24-11-2016 13:04,02-11-2016 16:09,44027,No Value
161102-000010,12264,Tim Porch,Urgent,Solved,Solved,System removal,Profiles / Staff Accounts,473,03-11-2016 16:12,02-11-2016 16:57,55438,No Value
161102-000011,12265,Steven Roberts,Medium,Solved,Solved,Unable to open email in agent desktop - webpage error,System Configuration,16266,09-02-2017 08:58,02-11-2016 17:44,41812,No Value
161102-000012,12266,Gareth Toon,Low,Solved,Solved,"URGENT - Email confirming acceptance not sent to customer - again, no PDF of app form created and uploaded to CP",Outbound E-mail,16266,12-12-2016 11:29,02-11-2016 18:00,41812,No Value
161102-000013,12267,Tim Porch,Low,Solved,Solved,Display Issue in 'About Your Health' page of CP app form,Customer Portal,16266,04-01-2017 11:55,02-11-2016 18:12,41812,No Value
161103-000000,12268,Tim Porch,Urgent,Solved,Solved,LTC,Profiles / Staff Accounts,473,03-11-2016 11:42,03-11-2016 11:34,41212,No Value
161103-000001,12269,Gareth Toon,High,Solved,Solved,SPM Queue,Other,16326,09-12-2016 08:18,03-11-2016 11:47,41329,No Value
161103-000002,12270,Tim Porch,High,Solved,Solved,Missing Mail merge - TRBL,Workspaces,473,04-11-2016 09:18,03-11-2016 12:24,55515,No Value
161103-000003,12271,Tim Porch,High,Solved,Solved,Missing Mail merge [Incident: 161103-000002],Workspaces,473,03-11-2016 16:40,03-11-2016 15:20,55515,No Value
161104-000000,12272,Tim Porch,High,Solved,Solved,New Starter - RBL,Profiles / Staff Accounts,473,04-11-2016 12:52,04-11-2016 12:41,2722,No Value
161104-000001,12273,Steven Roberts,Medium,Solved,Solved,Discussion Board Issue - URGENT ISSUES - Unable to change the display name for a young person | CP,Profiles / Staff Accounts,1760,16-03-2017 16:23,04-11-2016 14:03,39581,No Value
161104-000004,12285,Steven Roberts,Low,Solved,Solved,HA oracle,Profiles / Staff Accounts,473,07-11-2016 15:08,04-11-2016 16:48,29943,No Value
161104-000005,12286,Steven Roberts,Medium,Solved,Solved,Professional Referral,System Configuration,1760,12-01-2017 14:02,04-11-2016 17:17,39581,No Value
161107-000000,12287,Gareth Toon,Medium,Solved,Solved,Reinstallation,Logins,737,07-11-2016 12:38,07-11-2016 12:18,30179,No Value
161107-000001,12288,Steven Roberts,Medium,Solved,Solved,RightNow Tasks,System Configuration,473,16-01-2017 10:39,07-11-2016 16:45,43886,No Value
161108-000000,12289,Gareth Toon,Low,Solved,Solved,Upgrade Lighthouse Test Site - With Oracle,System Configuration,473,10-11-2016 09:16,08-11-2016 10:30,55504,No Value
161108-000001,12290,Bethan Morris,Medium,Solved,Solved,RBL Region dropdown,Workspaces,50,14-11-2017 14:25,08-11-2016 10:40,41337,Oracle
161108-000002,12291,Tim Porch,Medium,Solved,Solved,Urgent Password Reset,Profiles / Staff Accounts,473,16-11-2016 09:11,08-11-2016 11:05,3034,No Value
161108-000003,12292,Tim Porch,Urgent,Solved,Solved,Problem with FitForWork.org Advice Hub,System Configuration,16195,28-11-2016 16:48,08-11-2016 12:12,43903,No Value
161108-000004,12293,Tim Porch,Medium,Solved,Solved,CABA,Profiles / Staff Accounts,473,08-11-2016 12:28,08-11-2016 12:18,43893,No Value
161108-000005,12294,Tim Porch,High,Solved,Solved,E-mail encryption,Contacts and Organisations,473,10-01-2017 11:46,08-11-2016 15:03,41824,No Value
161108-000006,12295,Steven Roberts,Medium,Solved,Solved,Barnardos | Chat,System Configuration,1760,02-12-2016 13:09,08-11-2016 15:58,41815,No Value
161109-000000,12296,Steven Roberts,Urgent,Solved,Solved,access to B&CE Servicecloud,Profiles / Staff Accounts,473,10-11-2016 08:29,09-11-2016 08:29,37642,No Value
161109-000001,12297,Tim Porch,Urgent,Solved,Solved,Urgent deletion of incident in CABA,Contacts and Organisations,473,09-11-2016 11:33,09-11-2016 10:28,29943,No Value
161109-000002,12298,Gareth Toon,High,Solved,Solved,Failed Direct Debit Process not working correctly,System Configuration,16266,27-01-2017 12:17,09-11-2016 12:30,41812,No Value
161109-000003,12299,Tim Porch,High,Solved,Solved,Attachments sent by email through AD not appearing in message thread,Workspaces,16266,29-11-2016 13:11,09-11-2016 12:50,41812,No Value
161109-000004,12300,Steven Roberts,Medium,Solved,Solved,Racing Welfare Answer Viewed reports,Analytics,252,16-01-2017 14:51,09-11-2016 13:49,55452,No Value
161109-000008,12306,Gareth Toon,Medium,Solved,Solved,Re-location of pages within web site - LTC,Web Services (SOAP/WSDL),63,17-11-2016 09:49,09-11-2016 14:27,55531,No Value
161109-000009,12307,Steven Roberts,Medium,Solved,Solved,Age calculation seems to have a ceiling at 47 years old?,Analytics,16266,10-11-2016 13:31,09-11-2016 17:19,41812,No Value
161110-000000,12308,Tim Porch,High,Solved,Solved,Mind Oracle Service Cloud,System Configuration,473,10-11-2016 10:50,10-11-2016 09:12,55532,No Value
161110-000001,12309,Tim Porch,Urgent,Solved,Solved,GA Live chat,System Configuration,473,16-11-2016 16:37,10-11-2016 12:33,29943,No Value
161110-000002,12310,Gareth Toon,Urgent,Solved,Solved,Follow up survey call backs,System Configuration,473,16-11-2016 08:57,10-11-2016 14:23,37853,No Value
161110-000003,12311,Steven Roberts,Low,Solved,Solved,Amending a current picklist | CABA,System Configuration,737,03-02-2017 09:07,10-11-2016 14:49,30179,No Value
161110-000004,12312,Steven Roberts,High,Solved,Solved,GA OSC,Profiles / Staff Accounts,473,11-11-2016 08:43,10-11-2016 17:47,29943,No Value
161111-000000,12313,Tim Porch,Low,Solved,Solved,FFW - website,Web Services (SOAP/WSDL),473,29-11-2016 11:54,11-11-2016 11:33,29943,No Value
161111-000001,12314,Tim Porch,Medium,Solved,Solved,Locked out of Right Now,Profiles / Staff Accounts,63,11-11-2016 13:51,11-11-2016 11:48,3201,No Value
161111-000002,12315,Tim Porch,Urgent,Solved,Solved,GroceryAid Live chat,Web Services (SOAP/WSDL),473,11-11-2016 12:37,11-11-2016 12:09,34313,No Value
161111-000003,12316,Steven Roberts,Urgent,Solved,Solved,St Giles Trust | My Services,Installations and Upgrades,473,24-11-2016 14:29,11-11-2016 13:24,55504,No Value
161111-000004,12317,Tim Porch,Low,Solved,Solved,Duplicates,Contacts and Organisations,473,14-11-2016 16:05,11-11-2016 15:56,36922,No Value
161114-000000,12318,Gareth Toon,High,Solved,Solved,Emails to Service Mailbox not being turned into incidents,Incidents,16266,14-11-2016 16:43,14-11-2016 12:14,41812,No Value
161114-000001,12319,Tim Porch,Medium,Solved,Solved,RBL BDMA Adviser Group,Profiles / Staff Accounts,473,15-11-2016 10:45,14-11-2016 12:27,36605,No Value
161114-000002,12320,Tim Porch,Urgent,Solved,Solved,Rightnow's,Installations and Upgrades,473,21-11-2016 12:15,14-11-2016 12:50,41212,No Value
161115-000000,12321,Tim Porch,Urgent,Solved,Solved,Right Now,Profiles / Staff Accounts,473,15-11-2016 09:39,15-11-2016 09:14,55533,No Value
161115-000001,12322,Natalie Jones,No Value,Solved,Solved,RBL Mental Health Services Mapping,Other,50,14-07-2017 16:15,15-11-2016 11:02,41337,No Value
161115-000002,12323,Tim Porch,Medium,Solved,Solved,Reporting Field - CIFAS,Analytics,473,05-12-2016 12:35,15-11-2016 11:03,3034,No Value
161115-000003,12324,Tim Porch,Urgent,Solved,Solved,Racing Welfare RightNow,Profiles / Staff Accounts,473,15-11-2016 12:40,15-11-2016 11:18,55478,No Value
161115-000005,12325,Tim Porch,Urgent,Solved,Solved,Oracle disabled,Profiles / Staff Accounts,473,15-11-2016 12:27,15-11-2016 12:03,37257,No Value
161115-000006,12326,Tim Porch,Urgent,Solved,Solved,Oracle disabled,Profiles / Staff Accounts,473,15-11-2016 12:23,15-11-2016 12:10,37257,No Value
161115-000007,12327,Tim Porch,Low,Solved,Solved,Racing welfare and Lighthouse club,Profiles / Staff Accounts,473,15-11-2016 12:52,15-11-2016 12:18,29943,No Value
161115-000008,12328,Tim Porch,Urgent,Solved,Solved,RBL Reporting,Profiles / Staff Accounts,473,16-11-2016 15:20,15-11-2016 13:08,36605,No Value
161115-000009,12329,No Value,Medium,Solved,Solved,Photobox UK: Category Management report not shown correctly,System Configuration,16398,17-11-2016 09:50,15-11-2016 14:26,55534,No Value
161115-000011,12330,Tim Porch,Medium,Solved,Solved,Duplicates,Contacts and Organisations,473,15-11-2016 15:40,15-11-2016 15:06,36922,No Value
161115-000012,12331,Tim Porch,High,Solved,Solved,Photobox UK: not possible to select a display position for answers,System Configuration,16398,17-11-2016 14:13,15-11-2016 16:12,55534,No Value
161115-000013,12332,Steven Roberts,Medium,Solved,Solved,Photobox UK: Chat referrer url is missing in the Production site,System Configuration,16398,18-11-2016 14:25,15-11-2016 16:35,55534,No Value
161115-000014,12333,Steven Roberts,Urgent,Solved,Solved,Cifas,Profiles / Staff Accounts,473,16-11-2016 08:42,15-11-2016 17:03,3034,No Value
161116-000000,12334,Tim Porch,Urgent,Solved,Solved,Broken page for the Chat and Email form,Customer Portal,16398,16-12-2016 14:50,16-11-2016 09:19,55534,No Value
161116-000002,12335,Gareth Toon,High,Solved,Solved,MIND,Profiles / Staff Accounts,473,16-11-2016 11:40,16-11-2016 09:33,29943,No Value
161116-000003,12339,Gareth Toon,Low,Solved,Solved,Feedback section in answers changes in size - PhotoBox,Customer Portal,16398,04-01-2017 14:54,16-11-2016 09:53,55534,No Value
161116-000004,12340,Steven Roberts,Low,Solved,Solved,Answer list: sections for answers not the same size on all devices,Customer Portal,16398,05-01-2017 09:49,16-11-2016 09:55,55534,No Value
161116-000005,12341,Gareth Toon,Low,Solved,Solved,Header covers part of the search bar when searching on every page except the home page in ios,Customer Portal,16398,22-12-2016 11:30,16-11-2016 09:57,55534,No Value
161116-000006,12342,Gareth Toon,Medium,Solved,Solved,MIND OSC,Profiles / Staff Accounts,473,16-11-2016 13:45,16-11-2016 10:03,29943,No Value
161116-000007,12344,Gareth Toon,High,Solved,Solved,Photobox Post Go live Issues,System Configuration,16398,17-11-2016 14:26,16-11-2016 10:10,55534,No Value
161116-000009,12347,Steven Roberts,Urgent,Solved,Solved,Urgent help Oracle,System Configuration,1760,17-11-2016 12:18,16-11-2016 10:18,41274,No Value
161116-000008,12348,Steven Roberts,Urgent,Solved,Solved,Barnardos | Upside | CHAT service not available,System Configuration,1760,17-11-2016 11:58,16-11-2016 10:24,36632,No Value
161116-000010,12349,Steven Roberts,Urgent,Solved,Solved,Racing Welfare Servicecloud locked,Profiles / Staff Accounts,473,16-11-2016 14:05,16-11-2016 11:26,37642,No Value
161116-000011,12350,Gareth Toon,Urgent,Solved,Solved,Caba,Profiles / Staff Accounts,473,16-11-2016 13:54,16-11-2016 12:18,41327,No Value
161116-000013,12352,Gareth Toon,Medium,Solved,Solved,Deleting Contacts,System Configuration,16696,16-11-2016 15:05,16-11-2016 12:47,55508,No Value
161116-000015,12354,Gareth Toon,Medium,Solved,Solved,Intranet,System Configuration,473,29-11-2016 08:49,16-11-2016 14:18,29943,No Value
161116-000016,12355,Tim Porch,Medium,Solved,Solved,Counselling Session,Workspaces,1760,06-12-2016 16:36,16-11-2016 15:33,39581,No Value
161116-000017,12356,Tim Porch,Urgent,Solved,Solved,Cannot launch application,System Configuration,53,21-11-2016 11:17,16-11-2016 15:49,3673,No Value
161117-000000,12357,Steven Roberts,Low,Solved,Solved,Photobox UK: Ghost text in search bar in Explorer is black,System Configuration,16398,18-11-2016 12:10,17-11-2016 09:38,55534,No Value
161117-000001,12358,Gareth Toon,Low,Solved,Solved,record lost,Profiles / Staff Accounts,473,14-12-2016 16:07,17-11-2016 10:13,55542,No Value
161117-000002,12359,Gareth Toon,Urgent,Solved,Solved,TRBL Right Now Oracle,System Configuration,473,12-12-2016 14:47,17-11-2016 10:58,55543,No Value
161117-000003,12360,Steven Roberts,Urgent,Solved,Solved,Locked out of Right Now,Profiles / Staff Accounts,473,24-11-2016 12:41,17-11-2016 11:33,37264,No Value
161117-000004,12361,Tim Porch,Low,Solved,Solved,Chat session,Other,473,17-11-2016 11:39,17-11-2016 11:39,2748,No Value
161117-000005,12362,Steven Roberts,Low,Solved,Solved,Photobox UK: Change home button text,System Configuration,16398,18-11-2016 11:01,17-11-2016 14:45,55534,No Value
161117-000006,12363,Tim Porch,Low,Solved,Solved,Support Account Creation,Profiles / Staff Accounts,473,17-11-2016 15:52,17-11-2016 14:48,55542,No Value
161117-000007,12364,Tomasz Sarul,Medium,Solved,Solved,In case of an emergency - how to remove a contact option?,Agent Desktop,16398,14-07-2017 16:14,17-11-2016 16:30,55534,No Value
161117-000008,12365,Tim Porch,Urgent,Solved,Solved,Hospitality Action - Rightnow,Profiles / Staff Accounts,473,28-11-2016 09:26,17-11-2016 17:31,41327,No Value
161117-000009,12366,Gareth Toon,Urgent,Solved,Solved,Customer 1573 - Application submitted but no email confirming application was sent to underwriting,Outbound E-mail,16266,14-03-2017 13:33,17-11-2016 17:33,41812,No Value
161117-000010,12367,Gareth Toon,High,Solved,Solved,Email ID 60 being sent to contacts who have not yet applied - this should not happen.,Outbound E-mail,16266,03-01-2017 11:26,17-11-2016 17:36,41812,No Value
161118-000000,12368,Gareth Toon,Medium,Solved,Solved,Information regarding SendGrid setup,System Configuration,16183,20-12-2016 13:33,18-11-2016 09:20,37790,No Value
161118-000001,12369,Steven Roberts,High,Solved,Solved,Racing Welfare RightNow,Profiles / Staff Accounts,473,22-11-2016 15:57,18-11-2016 10:58,38627,No Value
161118-000002,12370,Tim Porch,Medium,Solved,Solved,Auto Call Back from Queue and Virtual Hold,System Configuration,473,21-11-2016 11:42,18-11-2016 11:03,3034,No Value
161118-000003,12371,Gareth Toon,Low,Solved,Solved,Auto Call Back from Queue and Virtual Hold,System Configuration,473,18-11-2016 11:12,18-11-2016 11:03,3034,No Value
161118-000004,12372,Tim Porch,Low,Solved,Solved,Photobox UK: Change wheel when submitting a question through the contact form,System Configuration,16398,16-12-2016 14:42,18-11-2016 12:16,55534,No Value
